NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
678,"Seeking Legal Opinion regarding the requirements before disbursement and withdrawal of Internal Revenue Allotment (IRA) from depository bank by Acting Mayor and newly designated OIC-Municipal Treasurer of Ditsaan-Ramain, Lanao Del Sur.",LO-03s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_859eef2af9.pdf,disbursement and withdrawal of Internal Revenue Allotment,,
677,Request for DILG Legal Opinion and guidance on the Legal Process that should be observed and followed due to the recent preventive detention of elected Governor of Masbate at the National Police Criminal Investigation and Detection Group (PNP-CIDG).,LO-04s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_c3497c996c.pdf,guidance on the Legal Process ,,
676,Request for DILG Legal Opinion in connection with the Sangguniang Panlungsod Passed City Resolution No. 2011-2014 Changing the Date and Time of the Body,LO-05s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_b8303500ba.pdf,onnection with the Sangguniang Panlungsod Passed City ,,
675,"Requesting DILG relative to the grant of Productivity Enhancement Incentive (PEI) to qualified LGU personnel in the amount of Fifty Thousand )PH50,000.00) each as approved by the SP for purposes of authorizing the Augmentation of the existing appropriation for other benefits for various offices of the City.",LO-06s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_0e4e1d5391.pdf,Productivity Enhancement Incentive ,,
674,This refers to the memorandum of DILG Region VII referring to the Central office which questions the propriety and legality of the procedures observanced by the Sangguniang Bayan (SB) in the deliberation and disapproval of 2014 Annual Budget.,LO-08s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_4bc4af6f79.pdf,deliberation and disapproval of 2014 Annual Budget.,,
673,Request for Opinion concerning the intention of Bayawan City to allocate 10% of its 70% Local Disaster Risk reduction Management Fund (LDRRMF) pursuant to an undertaking as member of an alliance orginized through a Memorandum of Agreement (MOA) among LGUs of Southern Negros composed of four (4) cities and seven (7) municipalities.,LO-09s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_a2858a62e2.pdf,Local Disaster Risk reduction Management Fund,,
672,"Request for DILG Legal Opinion regarding Barangay Resolution No. 024-s2014 enacted by the Sangguniang Barangay of Barangay Lourdes, Quezon City for the purposes of urging the City Council of Quezon City to authorize the said Barangay to regulate the use of Speaker Perez Street between Simoun and Calamba Street by closing a section of said street to vehicular traffic every morning (from 6:00am-7:00 am, except Sunday to cater to the physical fitness activities of a fitness club).",LO-10s. 2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_9f6a1ac3b5.pdf, Barangay Resolution No. 024-s2014 ,,
671,Request for DILG Opinion on whether paragraph 2.2 of DILG MC No. 2015-155 applies to purchase of heavy equipment and motor vehicles that will be used in the transportation of heavy equipment; and whetever the Circular applies to loan proceeds contracted prior to the effectivity of the same.,LO-011s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_acc5d8c27f.pdf,transportation of heavy equipment,,
670,Request for DILG Opinion whether prior authorization of the Sangguniang is necessary before the Local Chief Executive (LCE) enters into a contract pursuant to Section 37.2.2. of the Implementing Rules and Regulations (IRR) of Republic Act No. 9184 (RA 9184).,LO-012s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_81778155f6.pdf,Implementing Rules and Regulations,,
669,"Requesting Clarification whether Municipal Ordinance No. 006-2014 is presumed consistent with law and valid based on DILG Opinion No. 16, series of 2009, in relation to Article 110 (d) of the Implementing Rules and Regulations of Republic Act No. 7160 or the Local Government Code of 1991 and section 56 of the same code.",LO-013s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_38fc8fc201.pdf,Local Government Code,,
668,"Requesting DILG Confirmation as to whether still run for re-election as Vice -Mayor of Lugus, Sulu in the May 2016 Election in view of three consecutive term riule precribe under section 8, Article X of the 1987 Constitution and reiterated in Section 43(b) of Republic Act No. 7160 or the Local Government Code of 1991",LO-014s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_0604885a7a.pdf,Local Government Code of 1991,,
667,Request for DILG Opinion on whether the LGU implement a Local Economic Enterprise (LEE) funded by the 20% local development fund (LDF) even without an excisting ordinance and no feasibility study submitted to the Sangguniang and whether the LGU may earmark from the 20% LDF the budget for the continuation and improvement of project.,LO-015s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_1a9a775fe6.pdf,LGU implement a Local Economic Enterpris,,
666,Request for assistance relative to Pasig City imposition of 10% amusement tax against ticket sales for the SHREK the Musical and ROCK OF AGES the Musical notwithstanding its alleged exemption from the same pursuant to Section 140 (c) of the Local Government Code.,LO-016s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_a43a412ffc.pdf,amusement tax against ticket sales ,,
665,"Requesting for DILG Legal Opinion on whether you can still run for re-election as Sangguniang Bayan Member in the May 2016 Election in view of three consecutive term limit rule prescribe under Section 8, Article X of the 1987 Constitution and reiterated in Section 43(b) of Republic Act No. 7160 or the Local Government Code of 1991",LO-017s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_db70790504.pdf,re-election as Sangguniang Bayan Member ,,
664,"Whether the Civil Service Commission (CSC) is the proper agency to interpret Section 480 of Republic Act No. 7160 or the Local Government Code of 1991, whether the temporary appointment of Mr. Ronquillo (Executive Assistance IV) by the Governor is authorized under paragraph (c), Article 168 of the Implementation Rules and Regulations of the Local Code of 1991.",LO-018s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_e701183842.pdf, Local Government Code of 1991,,
663,"Request for DILG Opinion on whether Municipality can possibly make use 20% Development Fund as counterpart for the 2015 Bottom-up Bugeting (BUB) project of this Department, that are to be implemented by LGU considering that Municipal is operating under a re-enacted budget.",LO-019s2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_2c13d5f18c.pdf,2015 Bottom-up Bugeting (BUB) project ,,
662,Requesting for DILG Opinion relative to the Barangay,LO-020s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_f2b40ad4c6.pdf,DILG Opinion relative to the Barangay,,
661,Request Legal Opinion on What is the required number of votes to pass a resolution authorizing the municipal mayor to negotiate and enter into contract with the Development Bank of the Philippines to obtain loan?; can consider the resolution adopted by the Sanggunian valid? If is not valid are the Sangguniang Bayan Secretary and Municipal Vice required to furnished (sic) the municipal mayor copy of such resolution?,LO-021s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_f0734401a9.pdf,Sangguniang Bayan Secretary and Municipal Vice ,,
660,Requesting DILG Legal Opinion on the follwing queries whether the LCE can enter into contracts without authority from the Sangguniang Bayan; and What is the effect of contracts entered by the mayors without authority if is found by COA to be defective.,LO-022s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_c9b0c1b5ac.pdf,queries whether the LCE can enter into contracts ,,
659,"Requesting DILG Legal Opinion on the queries: Is Section 25 of R.A 5412 not in conflict with R.A 9184 and R.A 7160? If so, what would prevail; Does current procedure not violate the law such as Republic Act. No. 9485 (Anti Red Tape Act of 1997) in expenditing trasactions in government?",LO-023s2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201616_b9b7d6b71b.pdf,violate the law such as Republic Act.,,
658,Requesting DILG Legal Opinion on who shall sign and approve the duly adopted/enacted resolutions/ordinances during a regular session of the Sangguniang PAnlalawigan as well their corresponding transmittal to the Governor..,LO-024s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_27699d0af0.pdf,approve the duly adopted/enacted resolutions,,
657,Requesting the DILG Legal Opion concerning the barangay insurance coverage of barangay official under Section 393 (b) (2) of the Local Government Code (LGC).,LO-025s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_7d7052a8a0.pdf,coverage of barangay official under Section 393,,
656,Request for guidance concerning the disbursement of funds prior to the lapse of the 90-days period for automatic budget reenactment under Section 323 of the Local Government Code.,LO_026s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_c5a0f4720b.pdf, automatic budget reenactment under Section 323 ,,
655,Request for DILG Legal Opinion on appointment of Elective and appointment Local Officials; candidate who lost in an Election.,LO-027s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_daa50f9ad3.pdf,Elective and appointment Local Officials; ,,
654,Governing Policy on Disbursement of Confidential Funds )CF) and Special Disbursing Officer (SDO) under the Memorandum Circulars.,LO-028s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_9568398973.pdf,Special Disbursing Officer ,,
653,"Endorsed to DILG by BSP-Central Point of Contract which request the intervention of the BSP, by way of review and / or examination of the Property of the Loan Transaction of the Municipal Government of Mabini, Compostella Valley for the purpose of funding the purchase of heavy equipment and other rescue and response vehicles of the Municipality.",LO-029s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_666a1cb1d1.pdf,BSP-Central Point of Contract,,
652,"Requesting DILG Legal Opinion on whether or not the witholding by the chief executive of the salaries (sic) personnel despite the existence of re-enacted budget is valid; Whether or not the witholding by the local chief executive of other compensation such as allowance and RATA of the personnel under enected budget is valid; and salaries and allowance of the personnel (under re-enacted budget),pending the approval or authorization of their transfer or the reclassification of their position is v","LO-030s,2015",06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_af5a24ccaa.pdf, re-enacted budget is valid,,
651,"Requesting DILG Central Office clarification May the activities such as conduct of feasibilities studeis, project development studies and other pre-implementation activities in connection with development projects listed in DILG-DBM Joint Memurandum Circular No. 20111-1 be funded by the 20% Local Development Fund.",LO-031s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201617_823424dfe9.pdf,DILG-DBM Joint Memurandum Circular,,
650,"RequestingClarification on the entitlement of barangay officials and employees to the Performance Enchancement Incentive (PEI), which was referred to the Central Office for appropriate action.",LO-032s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_52a407747d.pdf, Performance Enchancement Incentive,,
649,Requesting the Central Office,LO-033s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_49fb022fff.pdf,Requesting the Central Office,,
648,Authority of the Local Chief Executive to enter into Contracts in Behalf of the Local Government Units; Effect of the Absence of Authority of the Sanggunian on LGU Contracts and Extension to Implement Infrastructure Contracts.,LO-034s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_ba4d9406a4.pdf, Implement Infrastructure Contracts.,,
647,"Query on the issues; Is there a need for approval from the sangguniang bayan, and enactment of municipal ordinance for New Organizational Structure Staffing Pattern (NOSSP)?; Section of 76, of the local government code mentioned; Section 77 of the same mentioned only projects authorized by the sanggunian concernerd.",LO-035s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_d3cf0c563a.pdf,New Organizational Structure Staffing Pattern ,,
646,"Request for appropriate action concerning the alleged imposition of local taxes upon duly registered cooperatives, notwithstanding the latter",LO-036s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_5af5b261c2.pdf, alleged imposition of local taxes,,
645,"Requesting DILG Legal Opinion regarding the appointment of the 8th ranking Sangguniang Bayan Member position in Municipality of Silago, Southern Leyte.","LO-037s,2015",06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_3b91d9e010.pdf,8th ranking Sangguniang Bayan Member,,
644,Query on the prioriety of imposing business taxes based on the gross sales or revenue of the business.,LO-038s.2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_71131620d9.pdf,gross sales or revenue of the business.,,
643,Requesting DILG guidance relative to the filling of criminal and adminstrative charges against local elective officials on drug-related cases.,LO-039s2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_1207bdced1.pdf, criminal and adminstrative charges,,
642,"Definitive opinion to the central office by DILG Region VII in a Memorandum dated 19 August 2015 to ascertain the propriety of the use of ""Magdegamo"" in the implementation of Programs / Projects / Activities (PPAs) of the Provincial of Negros Oriental vis-a-vis DILG Memorandum Circular No. 2010-101 (DILG MC 2010-101) and COA Circular No. 2013-2004.",LO-040s2015,06/01/2016,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201618_0bf0a18bda.pdf, implementation of Programs / Projects / Activities,,
641,Whether or not the Municipal Mayor is absolutely devoid of any authority to designated the Secretary to the Sangguniang as member of the Bids and Awards Committee (BAC) under the provision of R.A No. 9184 or the Government Procurement Reform mAct its Govenrment Procurement Policy Board (GPPB) relevant issuances,LO-041s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_85d6c498f0.pdf, devoid of any authority ,,
640,Clarification as to the parameters in the filling up of the vacant position from the recent suspension from Office of the Governor of Camarines Norte for one (1) year.,LO-044s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_c626bd3d0e.pdf, vacant position,,
639,Whether barangays are authorized to create or establish vocational and technical schools.,LO-043s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_f0e7b8bc4d.pdf,stablish vocational and technical schools.,,
638,Opinion concerning the release and utilization of the unexpended balances of the 5% Local Disaster Risk Reduction and Management Fund (LDRRMF) under a special trust account to pursuant to Items 6.4 and 6.5 of the NDRRMC-DBM-DILG JMC No. 2013 dtd March 2013.,LO-042s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_76cb1b0b22.pdf, Local Disaster Risk Reduction and Management Fund,,
637,Section 5 (a) of Republic Act (RA) No. 6713 or the Code of conduct and Ethical Standards for Public Officials and Emplyees.,LO-045s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_8cd8d3f97f.pdf,Code of conduct and Ethical Standards,,
636,"This relative to Bulan Municipality Ordinance No. 012 series of 2015, entitled ""An Ordinance revising Municipal Ordinance No. 004, series of 2015 Authorizing the proposed borrowing of the Municipality of Bulan, province of Sorsogon.",LO-046s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_13f8084e43.pdf, Municipality Ordinance No. 012 ,,
635,"Concerning on Local School Board's approval of the request for payment of registration fees, transportation and purchase of official vest uniform for the four (4) Tteachers and four (4) students representing the City Naga of Schools Division",LO-047s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_6624ef5459.pdf,Local School Board's,,
634,Rightful applicant for a Fedelity Bond with the Bureau of Treasury (BTr).,LO-048s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_82bc6422c4.pdf,Fedelity Bond with the Bureau of Treasury,,
633,Guidance / Opinion on how to protect the interest of a government project from a private investment project duly covered by a Memorandum of Agreement with the Municipality,LO-049s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_7f57f2dcfa.pdf,interest of a government project,,
632,"The City Mayor of San Pablo Laguna, requesting Empowered to appoint the barangay officials of the of the seven (7) newly created barangays in temporary capability until the next barangay elections.",LO-050s2015,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_348fdc3c07.pdf, Empowered to appoint ,,
631,Opinion on matters concerning the powers and functions of an Acting Vice Governor.,LO-001s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_822777c40a.pdf,powers and functions,,
630,Clarification on the manner of succession in case of permanent vacancy in the Office of the President of Liga.,LO-002s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_bf32ff2f63.pdf,succession in case ,,
629,"Confirmation of being Acting Mayor of Mataas na kahoy, Batangas in the meantime that the elected mayor is considered a ""fugitive from justice""",LO-003s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_3689c5ced9.pdf,fugitive from justice,,
628,Relative to the reinstatement as Provincial Health Officer II in the Province of Camarines Norte and the payment of salaries and benefits.,LO-004s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_0e8648889e.pdf,Provincial Health Officer,,
627,Opinion on notarization part of the duties and function of the provincial or city legal officer,LO-005s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_42dcba923e.pdf,notarization part ,,
626,Inquiries whether the authomatic withdrawal of intelligence funds are allowed sans any appropriation ordinance,LO-006s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_b673e8dd71.pdf, intelligence funds,,
625,Clarification / Legal Opinion concerning the filling-up vacant position under a re-enacted budget.,LO-007s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_946e3fef8c.pdf,filling-up vacant position ,,
624,"Queries concerning the implementation of COA-DBM-DILG-GCG-DND Joint Circular No. 2015, dated 08 January 2015",LO-008s2016,05/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201695_dfd929fcbe.pdf,COA-DBM-DILG-GCG-DND,,
623,"Clarification as regards the propriety and validity of appointment as a Member of the Sangguniang Panlungsod of Silay City, Negros Occidental which was vacated by the untimely demise of elected Sangguniang Panlunsod Member",LO-009s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_1486e53a3c.pdf,validity of appointment ,,
622,Filling up of vacancies allowed during the period of a re-enacted budget under a MAyor who is exercising his/her position in an acting capacity.,LO-010s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_e20a62e0e8.pdf,re-enacted budget,,
621,"Resolution of the Sangguniang Panlungsod of the City of Escalante entitled ""A Resolution to concur the appointment as City Administrator.",LO-011s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_06e53429eb.pdf,Sangguniang Panlungsod ,,
620,Issues concerning the claims for refund of deductions on the terminal leave credits of former Sangguniang bayan (SB) members,LO-012s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_2507795bae.pdf,leave credits of former Sangguniang bayan ,,
619,Clarification on whether or not DBM Local Budget Circular No. 103 dated 13 May 2013 covers members of the sanggunian.,LO-013s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_92b4b642b9.pdf,Local Budget Circular No. 103 ,,
618,Mayor's power to appoint elective barangay officials arises only in case of permanent vacancy in the sangguniang barangay as expressly provided under Section 45 (a)(3) of the LGC.,LO-014s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_e90277dcb4.pdf,permanent vacancy ,,
617,Utilization of the 20% local development fund for the purchase of ambulance.,LO-015s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_f1d579a8e2.pdf, local development fund,,
616,"Inquiring from this Department why a fire truck cannot be considered a calamity related equipment pursuant to Item 3.1.7 of DILG-DBM Joint Memorandum Circular No. 2011-01, dated 13 APRIL 2011.",LO-016s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_124f0e7277.pdf, fire truck,,
615,"Opinion regarding the propriety and legality of the intended mixed government private offices and commercial uses of the two (2) parcels of land designated as the Butuan City Uptown Government Complex, subject of Presidential Proclamation No. 1059, dated 16 June 2015 under the Local government's Public-Private Partnership Code .",LO-017s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_b702f8e7f5.pdf,mixed government private offices ,,
614,Different levels of local government units (LGUs) may pass ordinances for the selection of sectoral representatives whose salary and emoluments shall be included in their own appropriation.,LO-018s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_d3738a8279.pdf,local government units ,,
613,"Posting this query Will the Mayor, upon the expiration/lifting of the preventive suspension and upon Reassumption received the full salary or compensation including emoluments.",Lo-019s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_351a0d24f8.pdf, Reassumption received the full salary ,,
612,"Formal declaration on the validity of Barangay Resolution No. 33, s. 2012 adopted by the Sangguniang Barangay of Barangay 194, Zone 20 on 05 August 2012 and Barangay Resolution No. 33A, s. 2012 adopted by the Sangguniang Barangay of Barangay 194, Zone 20 on 16 August 2012.",LO-020s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_4fcd09414b.pdf,validity of Barangay Resolution No. 33,,
611,"The power of the regular Presiding Officer to Adjourn or suspend sanggunian session under Republic Act. No. 7160 or the Local Government Code of 1991, and its Implementing Rules and Regulations, the Internal Rules of Procedures (IRP) of the concerned Sanggunian.",LO-021s2016,06/09/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201696_e35af3e57e.pdf,suspend sanggunian session under Republic Act. No. 7160,,
610,What are the legal effects if any on the salaries and emoluments of the staff under the Committee Chairmanships and officers as to their effectivity and commencement?,LO-021s2016,13/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017613_dbf88e8e7e.pdf,emoluments of the staff under the Committee ,,
609,Whether the RPOC Chairperson can still act as such in a hold-over capacity pending appoinment by the DILG Secretary of a new RPOC Chairperson.,LO-022s2016,13/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017613_11ed945311.pdf,DILG Secretary of a new RPOC Chairperson.,,
608,Is the Municipal Liga Vice President being endorsed and certified by the National Liga qualified to assume the position of the suspended Municipal Liga President in the Sangguniang Bayan despite being a losing candidate in the last national and local elections as stated in Section 94 of the Local Government Code 0f 1991?,LO-023s2016,13/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017613_6381d892c5.pdf, National Liga qualified to assume,,
607,"Recommending the recognition of the appointment of Dra. Myrna Zapanta as member of the Sangguniang Bayan of San Jose, Occidental Mindoro.",LO-024s2016,14/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017614_7f32bd8e2c.pdf,recognition of the appointment of Dra. Myrna Zapanta,,
606,"Whether or not the majority of the members of the City Council have the power to decide how to disburse the MOOE budget job orders, thereby setting aside the authority of the Vice Mayor to appoint officials and employees of the sangguniang",LO-025s2016,14/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017614_ec1d42b7cb.pdf,disburse the MOOE budget job orders,,
605,"Requesting for the enforcement of Department of Environment abd Natural Resources (DENR)'s Survey Result relative to boundary lines separating the Municipal of Cordova, Province of Cebu, from the City of LapuLapu.",LO-026s2016,14/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017614_cc2b9ff504.pdf,enforcement of Department of Environment abd Natural Resources ,,
604,"For clarification, can the IRP provide for a period within which the Vice-Governor/Presiding Officer has to sign the measures needing his/her signature, if he/she doesn't sign within said period, the SP member next in rank legally sign the same?",LO-027s2016,14/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017614_207c45421b.pdf,period within which the Vice-Governor/Presiding Officer ,,
603,Request for reconsideration of DILG Opinion No. 26 dated 20 December 2016 regarding the jurisdiction of the Department to enforce DENR Boundary Findings on the Basis of Section 118 (d) of R.A 7160,LO-26A-s2016,14/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017614_594c5f736c.pdf,e jurisdiction of the Department to enforce DENR ,,
602,Concern over seemingly conflicting provisions of Cebu City Ordinance No. 2990 and DILG-DOH-DOF-DTI Joint memorandum circular No.1,LO-001s2017,15/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017615_8e5ef933b0.pdf,conflicting provisions of Cebu City Ordinance No. 2990 ,,
601,Request for authority to practice profession as a lawyer in accordance with the limitations set in the DILG Circular NO.2016-14 and other pertinent rules and regulations under CIVIL Service Law and R.A 6713,LO-002s2017,15/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017615_6782e442ed.pdf, pertinent rules and regulations under CIVIL Service Law and R.A 6713,,
600,"Whether or not a CANDIDATE who ran and lost in last 2016 election may be appointed to a permanent vacancy in the Sangguniang Bayan or in the Sangguniang Panlungsod of non independent component cities in accordance with Section 45 (b), chapter 2, Title two of the Local Government Code of 1991 (RA7160)",LO-003s2017,15/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017615_747a9fb94b.pdf,Sangguniang Bayan or in the Sangguniang Panlungsod,,
599,"Queries regarding age requirement for Governor, Vice Governor, Mayor, Vice-Mayor, and whether substanial difference is applied on the basis of discremination or imposition of age requirements",LO-004s2017,15/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017615_2bc8151ad6.pdf,basis of discremination or imposition of age requirements,,
598,"Request for clarifications regarding assumption of Hon. Edgardo Leray as President of the Liga ng mga barangay, Maco Chapter, and accordingly, as ex-officio member of the sangguniang bayan of the same Municipality",LO-005s2017,16/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017616_03a0f1eeab.pdf,ex-officio member of the sangguniang bayan,,
597,"Request for ruling concerning the charging of Hauling Fees by the Local Government of Taysan, Batangas",LO-006s2017,16/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017616_0a738d51b0.pdf,charging of Hauling Fees,,
596,"Request for a legal opinion on the validity of Ordinance No. 12-01, Series of 2016 of Barangay Ayala Alabang, Muntinlupa City",LO-007s2017,16/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017616_500e5bfe9d.pdf,Ordinance No. 12-01,,
595,Request for a legal opinion the legality of granting honoraria to sanggunian member who are chairmen of different committees and are attending committee hearings and meetings citing the alleged present practice of the members of the house of Representatives,LO-008s2017,16/06/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2017616_b15758ef99.pdf,attending committee hearings and meetings,,
594,Request for the Office of Secretary Ismael D. Sueno for an authority to practice profession as a General Surgeon,LO-09s201,06/07/2017,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201776_617998c5d0.pdf,secretary Ismael D. Sueno ,,
