NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
1508,2015 National Rabies Awareness Month Celebration,MC2015-26,"All Provincial Governors,City Mayors,Municipal Mayors,The ARMM Regional Governor and DILG Regional Directors",12/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015312_2f61eafd23.pdf,2015 National Rabies
1507,Annual General Assembly of the League of Municipalities of the Philippines,MC2015-28,"All Provincial Governors,Municipal Mayors,DILG ARMM Regional Secretary,DILG Regional Directors and others concerned",12/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015312_b610f83e76.pdf,Annual General Assembly
1506,25th National Convention of the Provincial Board Members League of the Philippines,MC2015-29,"All Provincial Governors, ARMM Regional Governor, DILG Regional Directors, and others concerned",12/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015312_6bcc343722.pdf,25th National Convention 
1505,42nd Ship for Southeast Asian and Japanese Youth Program (SSEAYP),MC2015-30,"All Provincial Governors,City / Municipal Mayors,Punong Barangays,DILG Regional Directors and Field Officers and other concerned",12/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015312_f4041522c7.pdf,42nd Ship for Southeast Asian 
1504,Visayas Island Congress of the Philippine Councilors League,MC2015-27,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, Regions VI, VII and VIII and others concerned",20/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015320_6bc4ff9a01.pdf,Visayas Island Congress
1503,National Convention on Climate Change and Disaster Risk Reduction and Management in Local Governance of the Lady Local Legislators' League of the Philippines (Four-L),MC2015-31,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",20/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015320_46c0736e1e.pdf,National Convention 
1502,"Participation to the 8th NICP National Summit and DILG-NICP 2015 Excellence in Governance through ICT (eGOV) Awards in Legazpi City, Albay",MC2015-32,"All Provincial Governors, City and Municipal Mayors, DILG Regional and Provincial Directors, City and Municipal Local Government Operations Officers, ARMM DILG Regional Director and All other concerned",20/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015320_bde0e345e0.pdf,8th NICP National Summit 
1501,73rd Commemoration of Araw ng Kagitingan and Observation of 2015 Philippine Veterans Week,MC2015-33,"All Provincial Governors, City Mayors, Municipal Mayors, ARMM Regional Governor, DILG-ARMM Regional Secretary and DILG Regional Directors",20/03/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015320_665ab6015f.pdf,73rd Commemoration
1500,Ensuring a Peaceful and Safe Observance of Semana Santa 2015,MC2015-34,"All Provincial Governors, City Mayors, Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan, Sangguniang Panglungsod and Sangguniang Bayan, Regional Governor of ARMM, DILG-ARMM Regional Secretary, DILG Regional Directors, and all others co",06/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201546_501fad403d.pdf,Ensuring a Peaceful
1499,Luzon Island Congress of the Philippine Councilors League,MC2015-35,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, Regions I, II, III, IV-A, IV-B and Cordillera Administrative Region, and others concerned",06/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201546_5d7f408816.pdf,Luzon Island Congres
1498,Supplemental Guidelines for Memorandum Circular 2014-39 Entitled 2014 Seal of Good Local Governance,MC2015-36,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, and all others concerned",06/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201546_2552030f90.pdf,Supplemental Guidelines 
1497,13th National Biennial Convention on Civil Registration and 3rd National Capability Building Conference of Barangay Secretaries and Partners in Civil Registration,MC2015-38,"All Provincial Governors, City Mayors, Municipal Mayors, The ARMM Regional Governor, and DILG Regional Directors",08/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201548_f93ab72a03.pdf,13th National Biennial Convention
1496,2105 Census of Population,MC2015-39,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors, The Regional Governor of Autonomous Region in Muslim Mindanao, DILG-ARMM Regional Secretary, and others concerned",08/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201548_a784dda52f.pdf,2105 Census of Population
1495,Eligible Beneficiariesof the 2014 Performance Challenge Fund,MC2015-37,"All Provincial Governors, City/Municipal Mayors, Regional, Provincial and City Directors, CLGOOs, MLGOOs and all others concerned",10/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015410_48f09ac34a.pdf,Eligible Beneficiaries
1494,2015 Philippine National Games,MC2015-40,"All Provincial Governors, City Mayors, Municipal Mayors, The ARMM Regional Governor, and DILG Regional Directors",15/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015415_84c4febda6.pdf,2015 Philippine National Games
1493,LGU Support on the National HIV Testing Week,MC2015-41,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers",15/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015415_2158c7271e.pdf,LGU Support on the National HIV Testing Week
1492,4th Negosyo sa Barangay Entrepreneurship Development Trainings,MC2015-43,"All Provincial Governors, City and Municipal Mayors,Liga ng mga Barangay Provincial/City/Municipal Chapter Presidents,Punong Barangays, DILG Regional Directors and Field Officers and all others concerned",24/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015424_e648844684.pdf,4th Negosyo 
1491,"National Summit on Population, Health and Environment",MC2015-44,"All Provincial Governors, City Mayors,Municipal Mayors,The ARMM Regional Governor, and DILG Regional Directors",24/04/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015424_29ccfa1f49.pdf,National Summit 
1490,"Guidelines for the Implementation of Provision of Potable Water Supply, Local Access Road and Other Local Infrastructure Projects under the Bottom-Up Budgeting (BuB)",MC2015-45,"All Concerned DILG Regional/Provincial/City Directors and MLGOOs,Provincial Governors, City/Municipal Mayors of concerned LGUs",05/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201555_4868d98886.pdf,Guidelines for 
1489,2015 International Council of Organizations Folklore Festivals and Folk Arts (CIOFF),MC2015-46,"All Provincial Governors,City/Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers of Region X, XI, XII, CARAGA and Others Concerned",05/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201555_6bcb851663.pdf,2015 International Council
1488,Kongreso sa Pagpaplano ng Wika,MC2015-47,"Lahat ng Punong Lokal ng mga Lalawigan, Lungsod, Bayan at Barangay, Direktor Panrehiyon ng DILG at Iba pang Kinauukulan",05/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201555_b11da09945.pdf,Kongreso sa Pagpaplano ng Wika
1487,117th Philippine Independence Day Celebration,MC2015-48,"All Provincial Governors, City Mayors, Municipal Mayors, The ARMM Regional Governor, DILG Regional Directors, and others concerned",07/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201557_83b8f07609.pdf,117th Philippine Independence Day Celebration
1486,"Participation to the Philippines-Japan Local Administration Seminar : "" Knowledge Exchange Forum on Advancing Local Economy Through Tourism Development : The Role of Local Governments"" on May 14-15, 2015",MC2015-49,"Provincial Governors, City and Municipal Mayors, Tourism Officers, Local Economic and Investment Promotion Officers, Sanggunian Chairman of the Committee of Tourism and DILG Regional Directors",08/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201558_8da218c132.pdf,Participation to the Philippines-
1485,Attendance to the International Farm Tourism Conference and Global Summit of Youth in Environmental Sustainability (YES 2015),MC2015-50,"All Provincial Governors, Vice-Governors, City and Municipal Mayors, City and Municipal Vice-Mayors, Leaders of Tourism Councils, Tourism Officers, DILG Regional Directors, and all others concerned",12/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015512_f2119dfdf9.pdf,International Farm Tourism
1484,"PhilGEPS Training for LGUs in Regions III, IV-A, IV-B, and NCR",MC2015-51,"Concerned Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors of Regions III, IV-A, IV-B and NCR, and others concerned",12/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015512_d709c5b77d.pdf,PhilGEPS Training
1483,Amending Certain Provisions of DILG MC 2014-155 Re: Guidelines on Motor Vehicle Acquisition by the LGUs,MC2015-52,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",12/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015512_629c5f30cf.pdf,DILG MC 2014-155
1482,Search for Outstanding Volunteers 2015,MC2015-53,"All Provincial Governors, City and Municipal Mayors, DILG Regional / Provincial / City Directors, MLGOOs, and all others concerned",21/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015521_1780904671.pdf,Search for Outstanding Volunteers 2015
1481,2015 Philippine International Biomass Conference,MC2015-54,"All Provincial Governors, City Mayors,Municipal Mayors, DILG Regional Directors, ARMM Regional Governor and others concerned",25/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015525_759570d803.pdf,2015 Philippine International Biomass Conference
1480,Support to Oplan Balik Eskwela (OBE) 2015,MC2015-55,"All Provincial Governors,City Mayors,Municipal Mayors,Punong Barangays,DILG Regional Directors,The Regional Governror of the Autonomous Region in Muslim Mindanao,DILG-ARMM Regional Secretary, and others concerned",25/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015525_6b6277a2cd.pdf,Support to Oplan Balik Eskwela (OBE) 2015
1479,Guidelines for the Implementation of DILG Micro-Medium-Rise Building (MMRB) Projects by LGUs,MC2015-56,"All Concerned City Mayors and Members of the Sangguniang Panlungsod of LGUs, Concerned DILG Regional / City Directors and all others",26/05/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015526_680c2c0fed.pdf,DILG Micro-Medium-Rise Building
1478,The 1st Mindanao Congress of the National Movement of Young Legislators,MC2015-57,"All Provincial Governors, City Mayors,Municipal Mayors,Regional Secretary, DILG ARMM,Presiding Officers of the Sanggunians, DILG Regional Directors and others concerned",03/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201563_1b71b3c655.pdf,The 1st Mindanao Congress 
1477,Participation in the 2015 Nutrition Month Celebration,MC2015-58,"All Provincial Governors, City and Municipal Mayors, Punong Barangays,DILG Regional Directors and others concerned",03/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201563_5fced9fcce.pdf,2015 Nutrition Month Celebration
1476,Addendum to the Support to Oplan Balik Eskwela (OBE) 2015,MC2015-59,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors, The Regional Governor of the Autonomous Region in Muslim Mindanao, DILG-ARMM Regional Secretary, and others concerned",03/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201563_fa97928a25.pdf,Oplan Balik Eskwela (OBE) 2015
1475,Conduct of Research Study on the Safety and Well-being of Filipino Children,MC2015-60,"All Provincial Governors,City/Municipal Mayors, Punong Barangays,The ARMM Governor and DILG Regional Secretary, DILG Regional Directors/Field Officers and Others Concerned",09/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015623_7192dbcea0.pdf,Conduct of Research Study 
1474,2015 Grand Pediatrics Symposium,MC2015-61,"All Provincial Governors,City Mayors,Municipal Mayors,The ARMM Regional Governor, and DILG Regional Directors",17/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015617_dbffae5cc6.pdf,2015 Grand Pediatrics Symposium
1473,24th Mindanao Business Conference,MC2015-62,"Concerned Provincial Governors, City Mayors,Municipal Mayors, DILG Regional Directors of Region IX,X,XI,XII,XIII and ARMM, ARMM Regional Governor, and others concerned",17/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015617_6888e94ff7.pdf,24th Mindanao Business Conference
1472,Revitalization of the Barangay Anti-Drug Abuse Council (BADAC) and their Role in Drug Clearing Operations,MC2015-63,"All Provincial Governors, City and Municipal Mayors, Liga ng mga Barangay, Provincial, City and Municipal Chapter Presidents, Punong Barangays, DILG Regional Directors, ARMM Regional Governor and others",17/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015617_926a30fa0a.pdf,Anti-Drug Abuse Council (BADAC) 
1471,2015 Search for RICEponsible Champions,MC2015-64,"All Provincial Governors, City Mayors,Municipal Mayors, The ARMM Regional Governor, and DILG Regional Directors",19/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015619_5b70eeb8dd.pdf,2015 Search for RICEponsible Champions
1470,2015 Island Cluster Conferences of the League of Municipalities of the Philippines,MC2015-65,"All Provincial Governors,Municipal Mayors,DILG Regional Directors, DILG ARMM Regional Secretary,and others concerned",19/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015619_97ca0c8e47.pdf,2015 Island Cluster Conferences 
1469,National School Deworming Day (NSDD),MC2015-66,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and Others Concerned",23/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015623_69dd44121b.pdf,National School Deworming Day (NSDD)
1468,2015 National Teachers' Month Celebration,MC2015-67,"All Provincial Governors,City and Municipal Mayors,The ARMM Regional Governor,and DILG Regional Directors",24/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015624_4712f1f77d.pdf,2015 National Teachers' Month Celebration
1467,2015 Local Legislative Award,MC2015-68,"All Provincial Governors, City Mayors, Municipal Mayors, Regional Secretary, DILG ARMM, DILG Regional Directors and others concerned",26/06/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015626_0dd9028d37.pdf,2015 Local Legislative Award
1466,2nd Round of Household Assessment in Identifying Families in need of Assistance from Social Protection Programs and Services,MC2015-69,"All Provincial Governors, City and Municipal Mayors,Punong Barangays,DILG Regional Directors and others concerned",02/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201572_46b0cac4e1.pdf,2nd Round of Household Assessment 
1465,2015 National Disaster Consciousness Month,MC2015-70,"All Provincial Governors, City and Municipal Mayors,ARMM Regional Governor and DILG Regional Directors",02/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201572_d4bd75e9e4.pdf,2015 National Disaster Consciousness Month
1464,Support to the 2015 National Disability Prevention and Rehabilitation (NDPR) Week Celebration,MC2015-71,"All Provincial Governors,City / Municipal Mayors,Punong Barangays,DILG Regional Directors and others concerned",02/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201572_6464c05bfc.pdf, 2015 National Disability 
1463,1st Negosyo sa Bayan Entrepreneurship Support and Development Training,MC2015-72,"All Provincial Governors,City Mayors,Municipal Mayors,The ARMM Regional Governor, and DILG Regional Directors",07/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201577_00a1f968ca.pdf,1st Negosyo sa Bayan 
1462,37th National Disablity Prevention and Rehabilitation Week,MC2015-73,"All Provincial Governors, City and Municipal Mayors,DILG Regional Directors,Regional Governor of the ARMM and others concerned",07/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201577_5846c57dbc.pdf,37th National Disablity 
1461,Pagdiriwang ng Buwan ng Wikang Pambansa Tuwing Agosto ng Bawat Taon,MC2015-75,"Lahat ng Punong Lokal ng mga Lalawigan,Lungsod,Bayan at Barangay,Gobernador Panrehiyon ng ARMM,Direktor Panrehiyon ng DILG at iba pang Kinauukulan",16/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015716_bb9622455b.pdf,Pagdiriwang ng Buwan
1460,POLICY GUIDELINES FOR THE IMPLEMENTATION OF SAGANA AT LIGTAS NA TUBIG SA LAHAT (SALINTUBIG) PROGRAM UNDER THE PROVISION OF POTABLE WATER SUPPLY,MC 2015-74,"All concerned DILG Regional/Provincial Directors and Municipal Local Government Operation Officers (MLGOOs); Provincial Governors, City/Municipality Mayors of concerned LGUs",16/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015716_73a78dbb7b.pdf,POLICY GUIDELINES
1459,Early Preparedness Actions to Reduce Disaster Risks,MC2015-76,"All Provincial Governors,City Mayors,Municipal Mayors,Punong Barangays,Regional Governor of ARMM,DILG-ARMM Regional Secretary,DILG Regional Directors,and all others concerned",22/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015722_a456a4f045.pdf,Early Preparedness 
1458,Guidelines on Mainstreaming Climate Change Adaptation and Disaster Risk Reduction in Local Development Planning,MC2015-77,"All Provincial Governors, City and Municipal Mayors, City/Municipal Planning and Development Coordinators, DILG Regional, Provincial and City Directors, City/Municipal Local Government Operations Officers and others concerned",22/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015722_e9147d39be.pdf,Guidelines on Mainstreaming
1457,Guidelines for the Release of the 2015 Performance Challenge Fund,MC2015-78,"All Provincial Governors,City/Municipal Mayors,Regional,Provincial and City Directors,CLGOO's,MLGOO's and all others concerned",23/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015723_62c9f0f209.pdf,Guidelines for the Release
1456,Community-Based Monitoring System,MC2015-79,"All Provincial Governors, City / Municipal Mayors,Regional Directors, DILG Provincial Directors and others concerned",23/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015729_bed25da9cc.pdf,Community-Based Monitoring System
1455,"Conduct of CY 2015, 2nd and 3rd Quarter Nationwide Simultaneous Earthquake Drill (NSED)",MC2015-80,"All Provincial Governors, City Mayors,Municipal Mayors,Punong Barangays,Regional Governor of ARMM, DILG-ARMM Regional Secretary, and all others concerned",24/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015724_4a788953a7.pdf,Conduct of CY 2015
1454,Amendment to DILG MC 47-Series of 2014:Guidelines for the Management of the RAY-DILG Fund Batch 2-Barangay Facilities,MC2015-81,"DILG Regional Directors,DILG Provincial Directors,DILG City Directors,and MLGOOs,Provincial Governors, City Mayors and Municipal Mayors of YOLANDA-Affected LGUs in Region IV-B,V,VI,VII,VIII, and others concerned",24/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015724_784fc592ac.pdf,DILG MC 47-Series of 2014
1453,2nd National Cooperative Summit and General Assembly of the Philippine Councilors League,MC2015-82,"All Provincial Governors, City Mayors,Municipal Mayors,Regional Secretary,DILG ARMM, DILG Regional Directors and others concerned",24/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015724_f4bd4c1ee4.pdf,2nd National Cooperative 
1452,Encouraging LGU Participation in the 2015 most Business-Friendly Local Government Unit Award of the Philippine Chamber of Commerce and Industry,MC2015-83,"All Provincial Governors,City Mayors,Municipal Mayors,DILG Regional Directors and all others concerned",29/07/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015729_2a7f851950.pdf,2015 most Business-Friendly
1451,"Enjoining Participation to the ""Mamamayan-Mamayani"" Galing Pook Governance Fair at the SMX Convention Center Mall of Asia, Pasay city on August 30-September 1, 2015.",MC No 2015-84,"All Provincial Governors,City and Municipal Mayors,Punong Barangays,ARMM Regional Governor,All DILG Regional Directors and ARMM Regional Secretary",05/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201585_0434f2967b.pdf,"""Mamamayan-Mamayani"""
1450,Call for nominees for the Association of SouthEast Asian Nations (ASEAN) People's Award (APA),MC No 2015-85,"All Provincial Governors,City Mayors,Municipal Mayors,Punong Barangays,DILG Regional Directors, and others concerned",07/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201587_9943ce8402.pdf,(ASEAN) People's Award (APA)
1449,"12th Cerebral Palsy Awareness and Protection (CPAP) Week with the Theme ""Pagpapahalaga sa Abilidad at Dignidad ng Taong may Cerebral Palsy""",MC No 2015-86,"All Provincial Governors,City Mayors,Municipal Mayors,Punong Barangays,DILG Regional Directors, and others concerned",07/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201587_535c0a11d3.pdf,12th Cerebral Palsy Awareness 
1448,Celebration of the 26th National Statistics Month (NSM) and 2nd World Statistics Day,MC2015-87,"All Provincial Governors,City / Municipal Mayors,Punong Barangays,DILG Regional Directors and others concerned",10/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015810_c82337cb5e.pdf,26th National Statistics Month (NSM)
1447,"13th Newborn Screening Convention on October 6-7,2015 at Fiesta Pavilion, Manila Hotel",MC2015-88,"Provincial Governors, City Mayors,Municipal Mayors,DILG Regional Directors and others concerned",12/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015812_a224a214da.pdf,13th Newborn Screening
1446,"Support to the ""LISTANAYAN"" a Project Promoting the Biometrics Voter Registration",MC2015-89,"All Provincial Governors,City / Municipal Mayors,Punong Barangays,DILG Regional/Provincial/City Directors,City/Municipal Local Government Operations Officers and others concerned",14/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015814_0c06f5e487.pdf,"Support to the ""LISTANAYAN"" "
1445,Celebration of the Month of Overseas Filipinos and International Migrants Day,MC2015-90,"All Provincial Governors,City Mayors,Municipal Mayors,The Regional Governor of Autonomous Region of Muslim Mindanao (ARMM),and all DILG Regional Directors",14/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015814_19dc9b0bb1.pdf,Month of Overseas Filipinos 
1444,Attendance to the Conduct of ICT Innovations Forum:Key to Accelerating Local Governments' Competitiveness,MC2015-91,"All City and Municipal Mayors,Business Permit and Licensing Officers (BPLOs),Information and Communications Technology (ICT)Officers, DILG Regional Directors and all others concerned",14/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015814_898b8f055c.pdf,Conduct of ICT
1443,1st Sonia R Lorenzo (SRL) Award for Women in Leadership and Good Governance by the University of Santo Tomas and Kaya Natin Movement,MC2015-92,"All Provincial Governors, City Mayors,Municipal Mayors,Barangay Captains,ARMM Regional Governor,DILG Regional Directors, and others concerned",14/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015814_5b963a4d16.pdf,1st Sonia R Lorenzo (SRL) Award 
1442,1st Negosyo sa Bayan Entrepreneurship Support and Development Training,MC2015-93,"All Provincial Governors, Vice-Governors, City / Municipal Mayors,Vice Mayors, The Regional Governor of the Autonomous Region in Muslim Mindanao,DILG Regional Directors, and others concerned",14/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015814_9291902415.pdf,1st Negosyo sa Bayan
1441,Information and Advocacy on the International Year of Soils (IYS) 2015,MC2015-94,"All Provincial Governors, Vice Governors, City and Municipal Mayors,City and Municipal Vice Mayors,Agriculture Officers, DILG Regional Directors and all other concerned",24/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015824_634792a829.pdf,Information and Advocacy
1440,"Governance Fair Dubbed as ""Mamamayan Mamamayani,"" to be held from August 30 to September 1,2015 at the SMX Convention Center,Mall of Asia Complex in Pasay City",MC2015-95,"All Provincial Governors, City Mayors,Municipal Mayors,ARMM Regional Governor,DILG Regional Directors and others concerned",24/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015824_fe7c79266c.pdf,Governance Fair Dubbed 
1439,Attendance to the Island Congress 2015 of the Liga ng mga Barangay sa Pilipinas (LnB)-Mindanao Chapter,MC2015-96,"Provincial Governors, City and Municipal Mayors,Liga ng mga Barangay Provincial / City / Municipal Chapter Presidents, DILG Regional Directors of Regions IX, X, XI ,XII ,XIII, ARMM DILG Regional Secretary and all others concerned",24/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015824_b09ff9b9a4.pdf,Attendance to the Island Congress 
1438,Pacific Asia Travel Association (PATA) New Tourism Frontiers Forum 2015 and Pacific Asia Travel Association (PATA)-TripAdvisor CEO Challenge,MC2015-97,"All Provincial Governors, City and Municipal Mayors, Provincial, City and Municipal Planning and Development Coordinators/Officers, Provincial, City and Municipal Tourism Officers,DILG Regional Directors and all others concerned",26/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015826_f851fcd30b.pdf,Pacific Asia Travel Association (PATA) 
1437,35th National Quiz Bee,MC2015-98,"All Provincial Governors, City Mayors, Municipal Mayors,DILG Regional Directors,ARMM Regional Governor,and others concerned",28/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015828_89acf969fe.pdf,35th National Quiz Bee
1436,Development Policy Research Month Celebration on September of Every Year,MC2015-99,"All Provincial Governors, City Mayors, Municipal Mayors,DILG Regional Directors,ARMM Regional Governor,and others concerned",28/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015828_c55b25a6b7.pdf, Policy Research Month Celebration 
1435,2015 National Heroes Day Celebration,MC2015-100,"All Provincial Governors, City Mayors, Municipal Mayors, The ARMM Regional Governor, DILG Regional Directors and others concerned",28/08/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2015828_23359048eb.pdf,2015 National Heroes Day Celebration
1434,7th Intensive Couse in Pediatric Pulmonology,MC2015-101,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, ARMM Regional Governor, and Others Concerned",02/09/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201592_43c574167d.pdf,7th Intensive Couse in Pediatric Pulmonology
1433,Attendance to the Benchmarking Activity/Congress 2015 of the Liga ng mga Barangay sa Pilipinas (LnB) - Visayas Regions,MC2015-102,"Provincial Governors, City and Municipal Mayors, Liga ng mga Barangay Provincial/City/Municipal Chapter Presidents and DILG Regional Directors of Regions VI, VII and VIII and all others concerned",02/09/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201592_4a2eb5a22d.pdf,enchmarking Activity/Congress 2015
1432,"2015 Urban Environmental Accords Summit from September 15-17, 2015 in Iloilo City",MC2015-103,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, ARMM Regional Governor, and other concerned",02/09/2015,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-201592_d28228e05d.pdf,Urban Environmental Accords
