NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
2719,18th NATIONAL STATISTICS MONTH AND 10th NATIONAL STATISTICS CONVENTION,MC2007-103,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-103.pdf,18th NATIONAL STATISTICS MONTH 
2718,EXTENSION OF THE PERIOD FOR THE PHILIPPINE COUNCILORS LEAGUE'S (PCL) PROVINCIAL FEDERATION ELECTIONS,MC2007-102,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-102.pdf,EXTENSION OF THE PERIOD
2717,WOMEN LEADERS' SUMMIT: LOCAL WOMEN LEADERS WHO MAKE A DIFFERENCE,MC2007-101,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-101.pdf,WOMEN LEADERS' SUMMIT
2716,GAWAD KALINGA TOWNSHIP DEVELOPMENT SUMMIT,MC2007-100,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-100.pdf,GAWAD KALINGA TOWNSHIP DEVELOPMENT SUMMIT
2715,THE SEARCH FOR THE 2007 MOST BUSINESS-FRIENDLY LGU AWARD,MC2007-099,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-099.pdf,2007 MOST BUSINESS-FRIENDLY LGU AWARD
2714,PARTICIPATION IN ALAY LAKAD 2007,MC2007-098,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-098.pdf,PARTICIPATION IN ALAY LAKAD 2007
2713,IMPLEMENTATION OF THE UNIVERSAL MEDICAL AND DENTAL CHECK-UP (UMDC) PURSUANT TO THE HEALTH EDUCATION REFORM ORDER OF 2006 (E.O. 595),MC2007-097,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-097.pdf,IMPLEMENTATION OF THE UNIVERSAL
2712,2007 NATIONAL HEROES DAY CELEBRATION,MC2007-096,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-096.pdf,2007 NATIONAL HEROES DAY CELEBRATION
2711,CELEBRATION OF DEVELOPMENT POLICY RESEARCH MONTH,MC2007-095,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-095.pdf,DEVELOPMENT POLICY RESEARCH MONTH
2710,WORLD RABIES DAY,MC2007-094,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-094.pdf,WORLD RABIES DAY
2709,CELEBRATION OF THE 2007 NATIONAL CRIME PREVENTION WEEK AND THE RECOGNITION OF THE OUTSTANDING BARANGAY PEACE AND ORDER COMMITTEES (BPOCs),MC2007-093,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-093.pdf,2007 NATIONAL CRIME PREVENTION WEEK
2708,INSTITUTIONALIZATION OF THE DILG INFORMATION COORDINATING NETWORK (ICONET),MC2007-092,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-092.pdf,(ICONET)
2707,PLCPD 2ND NATIONAL MULTI-SECTORAL POLICY CONFERENCE ON POPULATION AND HUMAN DEVELOPMENT,MC2007-091,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-091.pdf,2ND NATIONAL MULTI-SECTORAL POLICY
2706,FOREIGN NATIONALS ENGAGED IN RETAIL TRADE BUSINESS OR DIRECT SELLING IN THE PHILIPPINES,MC2007-090,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-090.pdf,FOREIGN NATIONALS ENGAGED IN RETAIL TRADE
2705,28th NATIONAL QUIZ BEE,MC2007-089,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-089.pdf,28th NATIONAL QUIZ BEE
2704,REORGANIZATION OF THE PROVINCIAL AND REGIONAL EXECUTIVE COMMITTEES OF THE NATIONAL MOVEMENT OF YOUNG LEGISLATORS (NMYL),MC2007-088,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-088.pdf,NATIONAL MOVEMENT OF YOUNG LEGISLATORS
2703,33rd NATIONAL ASSEMBLY OF THE LEAGUE OF VICE-GOVERNORS OF THE PHILIPPINES (LVGP),MC2007-087,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-087.pdf,33rd NATIONAL ASSEMBLY
2702,CY 2007 ANTI-TB EDUCATIONAL AND FUND CAMPAIGN,MC2007-086,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-086.pdf,CY 2007 ANTI-TB EDUCATIONAL FUND CAMPAIGN
2701,FAMILY WEEK CELEBRATION,MC2007-085,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-085.pdf,FAMILY WEEK CELEBRATION
2700,PBMLP 3rd REGIONAL ASSEMBLY AND REGIONAL COUNCIL ELECTIONS,MC2007-084,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-084.pdf,PBMLP 3rd REGIONAL ASSEMBLY AND REGIONAL
2699,"ADVISORY RE CONDUCT/ATTENDANCE TO TRAININGS, SEMINARS, CONFERENCES, LAKBAY-ARAL AND SIMILAR ACTIVITIES BY BARANGAY OFFICIALS",MC2007-083,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-083.pdf,CONDUCT/ATTENDANCE TO TRAININGS
2698,"NATIONWIDE CAMPAIGN ON THE PEACE PROCESS THROUGH A TELEVISION PROGRAM, ENTITLED, KAPAYAPAAN�ATIN 'TO!",MC2007-082,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-082.pdf,NATIONWIDE CAMPAIGN 
2697,"ACCREDITATION OF PEOPLE'S ORGANIZATIONS, NON-GOVERNMENTAL ORGANIZATIONS AND SIMILAR AGGRUPATIONS, AND SELECTION OF REPRESENTATIVES TO THE LOCAL SPECIAL BODIES",MC2007-081,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-081.pdf,ACCREDITATION OF PEOPLE'S ORGANIZATIONS
2696,"RE-ORGANIZATIONAL MEETING OF THE CONFEDERATION OF PROVINCIAL GOVERNORS, CITY MAYORS AND MUNICIPAL MAYORS LEAGUE PRESIDENTS OF MINDANAO",MC2007-077,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-077.pdf, CONFEDERATION OF PROVINCIAL GOVERNORS
2695,LMP PROVINCIAL ELECTIONS,MC2007-076,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-076.pdf,LMP PROVINCIAL ELECTIONS
2694,VMLP PROVINCIAL AND REGIONAL CHAPTER ELECTIONS,MC2007-075,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-075.pdf,VMLP PROVINCIAL AND REGIONAL CHAPTER ELECTIONS
2693,OBSERVANCE OF THE 29th NATIONAL DISABILITY PREVENTION AND REHABILITATION (NDPR) WEEK,MC2007-074,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-074.pdf, 29th (NDPR) WEEK
2692,"DENR ANNOUNCEMENT ON ACCEPTABLE SUBSTITUTES FOR HALON-CONTAINING FIRE EXTINGUISHERS, SUPPRESSORS AND FIRE FIGHTING PARAPHERNALIA",MC2007-073,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-073.pdf,DENR ANNOUNCEMENT ON ACCEPTABLE 
2691,ENJOINING LOCAL GOVERNMENT UNITS TO PRIORITIZE THEIR PARTICIPATION IN THE TRAINING FOR NEWLY ELECTED OFFICIALS (NEO) ORIENTATION PROGRAM,MC2007-072,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-072.pdf,NEWLY ELECTED OFFICIALS (NEO) 
2690,HARMONIZING DEVELOPMENT AND IMPLEMENTATION OF TRAINING PROGRAMS FOR LOCAL GOVERNMENT UNITS,MC2007-071,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-071.pdf,HARMONIZING DEVELOPMENT
2689,2007 CENSUS OF POPULATION,MC2007-070,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-070.pdf,2007 CENSUS OF POPULATION
2688,"PRESCRIBING GUIDELINES FOR THE INCREASE IN SUBSISTENCE ALLOWANCE AND HAZARD PAY OF ALL UNIFORMED PERSONNEL OF THE PNP, BJMP, BFP INCLUDING THE ENTITLEMENT OF CADETS OF THE PPSC TO SUBSISTENCE ALLOWANCE ONLY",MC2007-069,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-069.pdf,PRESCRIBING GUIDELINES 
2687,REGISTRATION OF FEMALE DAY CARE CHILDREN TO THE GIRL SCOUTS OF THE PHILIPPINES,MC2007-068,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-068.pdf,FEMALE DAY CARE CHILDREN
2686,ESTABLISHMENT AND INSTITUTIONALIZATION OF TECHNOLOGY AND LIVELIHOOD DEVELOPMENT CENTERS (TLDCs) IN LGUs,MC2007-067,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-067.pdf, TECHNOLOGY AND LIVELIHOOD DEVELOPMENT
2685,GUIDELINES FOR THE CONDUCT OF THE NEWLY ELECTED OFFICIALS (NEO) ORIENTATION PROGRAM,MC2007-066,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-066.pdf,NEWLY ELECTED OFFICIALS (NEO)
2684,OBSERVANCE OF THE NATIONAL DISASTER CONSCIOUSNESS MONTH,MC2007-064,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-064.pdf,NATIONAL DISASTER CONSCIOUSNESS MONTH
2683,MONITORING AND EVALUATION SYSTEM ON TRACKING LGU RESPONSES TO MILLENNIUM DEVELOPMENT GOALS (MDGs),MC2007-063,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-063.pdf,MILLENNIUM DEVELOPMENT GOALS (MDGs)
2682,ATTENDANCE TO THE LAUNCHING OF THE GAWAD KALINGA 1MB RALLY: A GATHERING OF HEROES,MC2007-061,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-061.pdf,A GATHERING OF HEROES
2681,GREENING PROGRAM - A NATIONWIDE TREE PLANTING ACTIVITY,MC2007-060,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-060.pdf,A NATIONWIDE TREE PLANTING ACTIVITY
2680,ELECTIVE LOCAL OFFICIALS' PROFILE DIRECTORY,MC2007-059,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-059.pdf,ELECTIVE LOCAL OFFICIALS' PROFILE DIRECTORY
2679,SUPPORT TO OPLAN BALIK ESKWELA (OBE),MC2007-056,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-056.pdf,SUPPORT TO OPLAN BALIK ESKWELA (OBE)
2678,2007 NATIONAL FLAG DAY CELEBRATION,MC2007-055,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-055.pdf,2007 NATIONAL FLAG DAY CELEBRATION
2677,OBSERVANCE OF WORLD DAY AGAINST CHILD LABOR,MC2007-053,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-053.pdf,OBSERVANCE OF WORLD DAY AGAINST CHILD LABOR
2676,PROVISION OF FINANCIAL AND OTHER SUPPORT TO THE PUBLIC ATTORNEYS OFFICE PURSUANT TO SECTION 16-E OF REPUBLIC ACT NO. 9406,MC2007-052,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-052.pdf, REPUBLIC ACT NO. 9406
2675,PARTICIPATION IN THE PREPARATORY WORKSHOP FOR ALLIANCE BUILDING FOR NEWLY ELECTED OFFICIALS ORIENTATION (NEO) PROGRAM,MC2007-051,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-051.pdf,NEWLY ELECTED OFFICIALS ORIENTATION (NEO) 
2674,IMPLEMENTING GUIDELINES IN FILLING UP OF VACANCIES IN THE SANGGUNIANG KABATAAN (SK) AT THE BARANGAY LEVEL IN CASES WHERE NO SET OF SK OFFICIALS WERE ELECTED IN THE REGULAR OR SPECIAL SK ELECTIONS,MC2007-050,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-050.pdf,SANGGUNIANG KABATAAN (SK)
2673,ATTENDANCE TO THE YOUTH FOR ENVIRONMENT SUMMER (YES) CAMP,MC2007-049,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-049.pdf,YOUTH FOR ENVIRONMENT SUMMER (YES) CAMP
2672,IMPLEMENTATION OF THE FOOD FOR SCHOOL PROGRAM FOR SUMMER APRIL-MAY 2007,MC2007-047,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-047.pdf,PROGRAM FOR SUMMER APRIL-MAY 2007
2671,"IMPLEMENTATION OF REPUBLIC ACT NO. 8495 OTHERWISE KNOWN AS THE ""PHILIPPINE MECHANICAL ENGINEERING ACT OF 1998""",MC2007-046,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-046.pdf,"""PHILIPPINE MECHANICAL ENGINEERING ACT OF 1998"""
2670,"CELEBRATION OF EARTH DAY ON APRIL 22, 2007",MC2007-045,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-045.pdf,"CELEBRATION OF EARTH DAY ON APRIL 22, 2007"
2669,AMENDMENTS TO MC NOS. 2001-86 AND 2003-116 (EDUCATIONAL SUPPORT PROGRAM - ESP),MC2007-043,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-043.pdf,MC NOS. 2001-86 AND 2003-116 
2668,"DAYS OF PEACE: KAYANG-KAYA KUNG SAMA-SAMA, BATA MUNA CAMPAIGN",MC2007-042,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-042.pdf,DAYS OF PEACE
2667,2007 DANCE CONGRESS AND CELEBRATION OF THE INTERNATIONAL DANCE DAY,MC2007-041,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-041.pdf,2007 DANCE CONGRESS AND CELEBRATION
2666,2nd KAMPEON NG KABATAAN AWARDS (OUTSTANDING LEGISLATORS FOR YOUTH),MC2007-039,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-039.pdf, (OUTSTANDING LEGISLATORS FOR YOUTH)
2665,2007 SANGGUNIANG KABATAAN (SK) NATIONAL CONVENTION,MC2007-038,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-038.pdf,2007 (SK) NATIONAL CONVENTION
2664,IMPLEMENTATION OF EXECUTIVE ORDER NO. 305 S. 2004,MC2007-037,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-037.pdf,IMPLEMENTATION OF EXECUTIVE ORDER NO. 305 S. 2004
2663,UNFPA ADVISORY ON THE USE OF UNFPA VEHICLES AND EQUIPMENT,MC2007-036,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-036.pdf,UNFPA ADVISORY
2662,2007 PHILIPPINE NATIONAL RED CROSS MEMBERSHIP PROGRAM,MC2007-035,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-035.pdf,2007 PHILIPPINE NATIONAL RED CROSS
2661,PROMOTION AND DEVELOPMENT OF ORGANIC AGRICULTURE IN THE PHILIPPINES,MC2007-034,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-034.pdf,DEVELOPMENT OF ORGANIC AGRICULTURE
2660,2nd NATIONAL MARINE PROTECTED AREA (MPA) SUMMIT,MC2007-032,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-032.pdf,2nd NATIONAL MARINE PROTECTED AREA (MPA)
2659,24th ANNUAL INTERNATIONAL AIDS CANDLELIGHT,MC2007-031,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-031.pdf,24th ANNUAL INTERNATIONAL AIDS CANDLELIGHT
2658,"ATTENDANCE TO THE 3rd NATIONAL TRANSPORT COOPS CONGRESS, APRIL 26-28, 2007 AT LA VISTA PANSOL, CALAMBA CITY, LAGUNA",MC2007-030,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-030.pdf,"LA VISTA PANSOL, CALAMBA CITY, LAGUNA"
2657,"SUBMISSION OF AN INVENTORY OF ALL HIGH RISK DETAINEES CONFINED IN PROVINCIAL, DISTRICT, CITY AND MUNICIPAL JAILS",MC2007-029,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-029.pdf,SUBMISSION OF AN INVENTORY 
2656,"DILG, NEDA, DBM AND DOF JOINT MEMORANDUM CIRCULAR NO. 1, SERIES OF 2007 ON HARMONIZATION OF LOCAL PLANNING, INVESTMENT PROGRAMMING, BUDGETING, REVENUE ADMINISTRATION AND EXPENDITURE MANAGEMENT",MC2007-027,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-027.pdf,"DILG, NEDA, DBM AND DOF"
2655,"PARTICIPATION IN THE ""BARANGAY LIVELIHOOD INITIATIVES AND ENTREPRENEURIAL VENTURES HOG INTEGRATED EXPORT DEVELOPMENT PROGRAM (B.L.I.V.E. IN HOGS)"", HOTEL SUPREME, BAGUIO CITY, MARCH 21-23, 2007",MC2007-026,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-026.pdf," ""BARANGAY LIVELIHOOD INITIATIVES "
2654,COMELEC DEPUTATION OF BARANGAY OFFICIALS AND BARANGAY TANODS FOR THE REMOVAL OF ILLEGAL ELECTION CAMPAIGN MATERIALS,MC2007-025,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-025.pdf,COMELEC DEPUTATION OF BARANGAY O
2653,"AMENDING CIRCULAR NO. 92-17 DATED JULY 29, 1992, ENTITLED, POLICY GUIDELINES GOVERNING THE SUBMISSION AND REVIEW OF EXECUTIVE ORDERS, ANNUAL REPORTS, SUPPLEMENTAL OR SPECIAL REPORTS OF PROVINCES, CITIES, MUNICIPALITIES AND BARANGAYS, AND RELATED INFORMATI",MC2007-024,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-024.pdf,AMENDING CIRCULAR NO. 92-17 
2652,SYNCHRONIZED BARANGAY ASSEMBLY DAY FOR THE FIRST SEMESTER OF CY 2007,MC2007-023,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-023.pdf,SYNCHRONIZED BARANGAY ASSEMBLY
2651,CY 2007 ANTI-TB EDUCATIONAL AND FUND CAMPAIGN,MC2007-021,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-021.pdf,CY 2007 ANTI-TB EDUCATIONAL AND FUND CAMPAIGN
2650,EDSA PEOPLE POWER COMMEMORATION WEEK,MC2007-020,,28/12/2007,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-020.pdf,EDSA PEOPLE POWER COMMEMORATION WEEK
2649,ATTENDANCE TO THE 21st ANNUAL TECHNICAL CONSULTATIVE CONFERENCE OF THE LOCAL GOVERNMENT MECHANICAL ENGINEERS' ASSOCIATION OF THE PHILIPPINES,MC2007-017,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-017.pdf, 21st ANNUAL TECHNICAL CONSULTATIVE CONFERENCE
2648,FILIPINO HERITAGE FESTIVAL,MC2007-016,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-016.pdf,FILIPINO HERITAGE FESTIVAL
2647,3rd PHILIPPINE MARATHON FOR THE PASIG RIVER,MC2007-015,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-015.pdf,3rd PHILIPPINE MARATHON FOR THE PASIG RIVER
2646,"FORUM ON ""BARANGAY CONSUMER ADVOCACY ASSISTANCE AND PROTECTION TEAM (BARANGAY C.A.P.T.) AND BARANGAY LIVELIHOOD INITIATIVES AND ENTREPRENEURIAL VENTURES PROGRAM (BARANGAY L.I.V.E.)""",MC2007-014,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-014.pdf,(BARANGAY C.A.P.T.)
2645,NMYL LOCAL LEGISLATORS ASSEMBLY,MC2007-013,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-013.pdf,NMYL LOCAL LEGISLATORS ASSEMBLY
2644,PBMLP 15th NATIONAL CONVENTION,MC2007-012,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-012.pdf,PBMLP 15th NATIONAL CONVENTION
2643,POLICY GUIDELINES IN THE PREPARATION OF DILG FY 2007 OPERATIONS PLAN AND BUDGET (OPB),MC2007-011,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-011.pdf,2007 OPERATIONS PLAN AND BUDGET (OPB)
2642,OBSERVANCE OF NATIONAL AWARENESS WEEK FOR THE PREVENTION OF CHILD SEXUAL ABUSE AND EXPLOITATION 2007,MC2007-010,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-010.pdf,THE PREVENTION OF CHILD SEXUAL ABUSE
2641,PHILHEALTH NEWBORN CARE PACKAGE (NCP),MC2007-009,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-009.pdf,PHILHEALTH NEWBORN CARE PACKAGE (NCP)
2640,2007 NATIONAL INTER-CITIES AND MUNICIPALITIES CHESS TEAM CHAMPIONSHIP,MC2007-008,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-008.pdf,2007 NATIONAL INTER-CITIES 
2639,2007 METROBANK FOUNDATION'S SEARCH FOR OUTSTANDING TEACHERS,MC2007-007,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-007.pdf,2007 METROBANK 
2638,APPROPRIATION AND UTILIZATION OF THE 20% OF THE ANNUAL INTERNAL REVENUE ALLOTMENT,MC2007-005,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-005.pdf,20% OF THE ANNUAL INTERNAL
2637,OBSERVANCE OF THE 11th AUTISM CONSCIOUSNESS WEEK 2007,MC2007-004,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-004.pdf,11th AUTISM CONSCIOUSNESS WEEK 2007
2636,LADY MUNICIPAL MAYORS ASSOCIATION OF THE PHILIPPINES 4th GENERAL ASSEMBLY AND STUDY TOUR,MC2007-003,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-003.pdf,th GENERAL ASSEMBLY AND STUDY TOUR
2635,"AMENDING MEMORANDUM CIRCULAR NO. 2006-158 DATED NOVEMBER 20, 2006",MC2007-002,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-002.pdf,MEMORANDUM CIRCULAR NO. 2006
2634,BASIC CONSIDERATIONS IN THE PREPARATION OF CITY OR MUNICIPAL TRICYCLE AND PEDICAB FRANCHISE AND REGULATORY ORDINANCE OR CODE,MC2007-001,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2007-001.pdf,BASIC CONSIDERATIONS IN THE PREPARATION OF CITY 
2633,OBSERVANCE OF THE 13TH AUTISM CONSCIOUSNESS WEEK 2009,MC2008-189,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-189.pdf,13TH AUTISM CONSCIOUSNESS WEEK 2009
2632,COMMEMORATION OF THE 112TH YEAR ANNIVERSARY OF THE MARTYRDOM OF DR. JOSE P. RIZAL,MC2008-188,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-188.pdf, 112TH YEAR ANNIVERSARY 
2631,2ND NATIONAL GENERAL ASSEMBLY OF THE 4TH NATIONAL EXECUTIVE BOARD,MC2008-185,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-185.pdf,2ND NATIONAL GENERAL ASSEMBLY
2630,1ST MOVE NATIONAL CONGRESS,MC2008-184,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-184.pdf,1ST MOVE NATIONAL CONGRESS
2629,"THE ""ELEGIS"" REFERENCE SYSTEM",MC2008-183,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-183.pdf,"THE ""ELEGIS"" REFERENCE SYSTEM"
2628,PHILIPPINE INTERNATIONAL ARTS FESTIVAL (PIAF),MC2008-182,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-182.pdf,PHILIPPINE INTERNATIONAL ARTS FESTIVAL 
2627,OBSERVANCE OF THE NATIONAL HUMAN RIGHTS CONSCIOUSNESS WEEK,MC2008-177,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-177.pdf,NATIONAL HUMAN RIGHTS CONSCIOUSNESS
2626,2008 WORLD AIDS DAY CELEBRATION,MC2008-176,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-176.pdf,2008 WORLD AIDS DAY CELEBRATION
2625,1ST MINDANAO WOMEN IN SPORTS CONGRESS,MC2008-175,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-175.pdf,1ST MINDANAO WOMEN IN SPORTS CONGRESS
2624,"LADY LOCAL LEGISLATORS' LEAGUE OF THE PHILIPPINES (FOUR-L, PHIL.) 10TH NATIONAL SUMMIT",MC2008-173,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-173.pdf,LADY LOCAL LEGISLATORS' LEAGUE 
2623,"AMENDING MEMORANDUM CIRCULAR NOS. 2008-25 DATED FEBRUARY 18, 2008 ENTITLED 3RD PHILIPPINE OLYMPIC FESTIVAL",MC2008-172,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-172.pdf, MEMORANDUM CIRCULAR NOS. 2008-25
2622,MINDANAO BUSINESS COUNCIL INVESTMENT CONFERENCE,MC2008-171,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-171.pdf,MINDANAO BUSINESS COUNCIL INVESTMEN
2621,OBSERVANCE OF THE 18-DAY CAMPAIGN TO END VIOLENCE AGAINST WOMEN(VAW),MC2008-170,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-170.pdf, VIOLENCE AGAINST WOMEN(VAW)
2620,INTERNATIONAL ANTI-CORRUPTION DAY COMMEMORATION AND LAUNCHING OF THE 1ST UNITED NATIONS CONVENTION AGAINST CORRUPTION SUMMIT,MC2008-169,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-169.pdf,1ST CONVENTION AGAINST CORRUPTION SUMMIT
2619,NATIONAL BIOTECHNOLOGY WEEK CELEBRATION,MC2008-168,,28/12/2008,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/MC2008-168.pdf,BIOTECHNOLOGY WEEK CELEBRATION
